"cif";"customer_name";"age_group";"income_bracket";"region";"account_type";"risk_profile";"preferences";"created_at";"updated_at"
100598;Dr. Crystal Myers DDS;"56-65";"150k+";Medan;Premium;Low;"{""language"": ""en"", ""notifications"": true, ""preferred_channel"": ""mobile"", ""investment_interest"": ""moderate""}";2024-12-28 20:06:10.799;2025-08-04 12:58:31.575
100606;Dr Amber Atkins;"36-45";"150k+";Denpasar;Premium;High;"{""language"": ""en"", ""notifications"": false, ""preferred_channel"": ""web"", ""investment_interest"": ""conservative""}";2025-06-26 07:40:50.665;2025-08-02 22:33:43.751
100622;Ronald Brown;"18-25";"75k-100k";Surabaya;Platinum;Low;"{""language"": ""en"", ""notifications"": false, ""preferred_channel"": ""mobile"", ""investment_interest"": ""aggressive""}";2023-08-20 02:39:14.572;2025-07-07 07:38:07.194
100653;Gambira Halimah;"18-25";"50k-75k";Palembang;Gold;Medium;"{""language"": ""id"", ""notifications"": true, ""preferred_channel"": ""web"", ""investment_interest"": ""aggressive""}";2023-10-24 06:13:56.049;2025-07-28 20:47:30.489
100666;Stephanie Hussain;"18-25";"50k-75k";Semarang;Gold;Low;"{""language"": ""id"", ""notifications"": false, ""preferred_channel"": ""web"", ""investment_interest"": ""aggressive""}";2025-06-06 19:57:17.158;2025-07-20 13:58:52.917
100681;Justin Burns;"26-35";"25k-50k";Denpasar;Premium;Low;"{""language"": ""en"", ""notifications"": false, ""preferred_channel"": ""branch"", ""investment_interest"": ""aggressive""}";2023-11-19 11:22:05.057;2025-07-22 07:31:48.568
100686;Qori Nuraini;"36-45";"100k-150k";Denpasar;Basic;Low;"{""language"": ""id"", ""notifications"": false, ""preferred_channel"": ""mobile"", ""investment_interest"": ""aggressive""}";2024-03-17 13:20:38.041;2025-07-17 16:43:21.333
100709;Hamima Hutasoit, S.I.Kom;"65+";"50k-75k";Surabaya;Basic;Medium;"{""language"": ""id"", ""notifications"": false, ""preferred_channel"": ""web"", ""investment_interest"": ""conservative""}";2025-06-28 21:35:20.132;2025-07-27 09:48:08.373
100721;Garry Reed;"65+";"100k-150k";Denpasar;Premium;Low;"{""language"": ""en"", ""notifications"": false, ""preferred_channel"": ""mobile"", ""investment_interest"": ""aggressive""}";2025-05-23 05:09:55.983;2025-07-26 00:44:34.429
100755;Debra Riley;"36-45";"100k-150k";Surabaya;Basic;Low;"{""language"": ""en"", ""notifications"": false, ""preferred_channel"": ""web"", ""investment_interest"": ""moderate""}";2024-02-14 07:50:58.490;2025-07-18 08:23:28.779
100771;Jacob Hampton;"46-55";"50k-75k";Makassar;Premium;Low;"{""language"": ""id"", ""notifications"": true, ""preferred_channel"": ""branch"", ""investment_interest"": ""conservative""}";2024-06-26 12:16:48.278;2025-07-16 13:01:57.402
100801;Mahmud Sitorus;"26-35";"150k+";Makassar;Basic;Low;"{""language"": ""en"", ""notifications"": true, ""preferred_channel"": ""branch"", ""investment_interest"": ""conservative""}";2024-01-09 23:43:13.542;2025-07-13 06:42:02.134
100803;Brittany Cortez;"56-65";"150k+";Bandung;Basic;High;"{""language"": ""id"", ""notifications"": false, ""preferred_channel"": ""mobile"", ""investment_interest"": ""conservative""}";2024-11-02 09:54:23.277;2025-07-28 18:14:51.763
100841;Mala Anggraini;"46-55";"75k-100k";Denpasar;Basic;Medium;"{""language"": ""en"", ""notifications"": true, ""preferred_channel"": ""web"", ""investment_interest"": ""moderate""}";2024-02-01 19:38:06.374;2025-07-17 07:34:08.123
100873;Susan Smith;"65+";"100k-150k";Jakarta;Premium;Low;"{""language"": ""id"", ""notifications"": true, ""preferred_channel"": ""branch"", ""investment_interest"": ""aggressive""}";2023-11-12 01:07:08.246;2025-07-27 22:09:39.429
100899;Ashley Buckley;"65+";<25k;Surabaya;Basic;Low;"{""language"": ""id"", ""notifications"": false, ""preferred_channel"": ""branch"", ""investment_interest"": ""moderate""}";2024-12-09 05:04:29.328;2025-07-25 01:59:54.940
100915;Ms Naomi Moore;"46-55";"150k+";Medan;Premium;Medium;"{""language"": ""en"", ""notifications"": true, ""preferred_channel"": ""web"", ""investment_interest"": ""conservative""}";2025-05-07 22:46:09.673;2025-07-28 07:47:53.818
100932;Hollie Hunter;"18-25";"150k+";Surabaya;Gold;Medium;"{""language"": ""en"", ""notifications"": true, ""preferred_channel"": ""mobile"", ""investment_interest"": ""moderate""}";2025-05-21 20:57:54.094;2025-07-25 14:52:38.897
100965;Victor Roberts;"46-55";"150k+";Denpasar;Basic;Medium;"{""language"": ""en"", ""notifications"": false, ""preferred_channel"": ""branch"", ""investment_interest"": ""moderate""}";2024-01-14 04:29:19.516;2025-07-20 06:49:35.885
101027;Allison Washington;"18-25";"150k+";Palembang;Basic;Medium;"{""language"": ""en"", ""notifications"": false, ""preferred_channel"": ""branch"", ""investment_interest"": ""aggressive""}";2025-07-12 23:53:40.655;2025-07-06 06:42:26.887
101077;Ryan Edwards;"46-55";<25k;Bandung;Basic;Low;"{""language"": ""en"", ""notifications"": false, ""preferred_channel"": ""mobile"", ""investment_interest"": ""aggressive""}";2024-07-11 04:31:27.401;2025-07-19 13:27:13.956
101135;Kathryn Greenwood;"26-35";"100k-150k";Jakarta;Basic;Medium;"{""language"": ""en"", ""notifications"": false, ""preferred_channel"": ""branch"", ""investment_interest"": ""moderate""}";2023-12-12 05:42:27.727;2025-07-10 20:32:38.348
101162;Vicky Pertiwi, M.M.;"65+";"100k-150k";Palembang;Premium;Low;"{""language"": ""en"", ""notifications"": false, ""preferred_channel"": ""branch"", ""investment_interest"": ""conservative""}";2024-11-30 11:45:30.542;2025-07-06 06:25:57.232
101203;Ms Helen Bates;"46-55";"100k-150k";Medan;Platinum;Low;"{""language"": ""id"", ""notifications"": true, ""preferred_channel"": ""web"", ""investment_interest"": ""aggressive""}";2024-05-11 13:59:42.224;2025-07-18 06:32:05.307
101280;Ms Marion Knight;"36-45";"25k-50k";Denpasar;Premium;Low;"{""language"": ""en"", ""notifications"": true, ""preferred_channel"": ""web"", ""investment_interest"": ""conservative""}";2025-06-20 08:31:34.233;2025-07-13 01:12:07.578
101402;Mrs Kathryn Short;"36-45";<25k;Surabaya;Platinum;Medium;"{""language"": ""en"", ""notifications"": false, ""preferred_channel"": ""mobile"", ""investment_interest"": ""conservative""}";2025-06-23 11:56:27.866;2025-07-09 01:41:18.552
100196;Dr Graham McCarthy;"65+";"100k-150k";Makassar;Gold;Low;"{""language"": ""en"", ""notifications"": true, ""preferred_channel"": ""web"", ""investment_interest"": ""conservative""}";2025-04-09 03:03:42.847;2025-07-11 07:01:17.573
100198;Mr Neil Warren;"65+";"25k-50k";Medan;Gold;Low;"{""language"": ""id"", ""notifications"": true, ""preferred_channel"": ""branch"", ""investment_interest"": ""moderate""}";2023-11-24 08:45:20.810;2025-07-29 00:29:53.410
100340;Daniel Phillips;"18-25";"100k-150k";Medan;Premium;Low;"{""language"": ""id"", ""notifications"": true, ""preferred_channel"": ""branch"", ""investment_interest"": ""aggressive""}";2024-11-26 08:29:57.785;2025-07-08 14:24:05.918
100408;Dr. Kamaria Namaga;"56-65";"75k-100k";Makassar;Premium;Low;"{""language"": ""id"", ""notifications"": false, ""preferred_channel"": ""branch"", ""investment_interest"": ""aggressive""}";2024-10-24 09:33:33.873;2025-07-19 14:20:02.605
100450;Allison Murphy;"65+";"150k+";Jakarta;Basic;High;"{""language"": ""en"", ""notifications"": false, ""preferred_channel"": ""branch"", ""investment_interest"": ""conservative""}";2024-11-23 14:58:51.412;2025-07-31 13:37:48.651
100463;Daruna Haryanti;"26-35";"25k-50k";Palembang;Premium;Low;"{""language"": ""en"", ""notifications"": true, ""preferred_channel"": ""branch"", ""investment_interest"": ""moderate""}";2023-11-26 12:06:12.219;2025-07-19 07:11:45.224
100500;Stephanie White;"56-65";"75k-100k";Bandung;Basic;Low;"{""language"": ""en"", ""notifications"": false, ""preferred_channel"": ""branch"", ""investment_interest"": ""conservative""}";2024-08-29 12:09:16.831;2025-07-09 13:10:44.125
100510;Zulfa Winarsih;"46-55";"150k+";Surabaya;Platinum;Medium;"{""language"": ""en"", ""notifications"": true, ""preferred_channel"": ""web"", ""investment_interest"": ""conservative""}";2024-06-15 14:23:22.273;2025-07-25 16:25:46.371
100585;Dian Wijaya;"46-55";"25k-50k";Denpasar;Premium;Medium;"{""language"": ""id"", ""notifications"": true, ""preferred_channel"": ""mobile"", ""investment_interest"": ""aggressive""}";2024-07-22 09:53:27.048;2025-07-20 00:30:59.262
100600;Dawn Kaur;"26-35";"50k-75k";Denpasar;Basic;Low;"{""language"": ""id"", ""notifications"": true, ""preferred_channel"": ""mobile"", ""investment_interest"": ""aggressive""}";2025-04-12 13:09:04.709;2025-07-12 04:06:54.910
100682;Rebecca Logan;"56-65";<25k;Medan;Gold;Low;"{""language"": ""id"", ""notifications"": true, ""preferred_channel"": ""web"", ""investment_interest"": ""conservative""}";2024-10-16 19:44:43.417;2025-07-27 09:02:11.299
100793;Chelsea Harrison;"26-35";"75k-100k";Medan;Basic;Low;"{""language"": ""en"", ""notifications"": false, ""preferred_channel"": ""mobile"", ""investment_interest"": ""conservative""}";2024-01-22 06:02:54.257;2025-07-12 12:58:11.142
100859;Christopher Kramer;"36-45";"100k-150k";Bandung;Basic;Low;"{""language"": ""en"", ""notifications"": true, ""preferred_channel"": ""web"", ""investment_interest"": ""moderate""}";2025-07-02 18:47:47.275;2025-07-29 18:08:29.910
100990;Richard Wilson;"18-25";<25k;Jakarta;Basic;High;"{""language"": ""id"", ""notifications"": true, ""preferred_channel"": ""mobile"", ""investment_interest"": ""aggressive""}";2025-07-17 22:58:16.756;2025-07-08 04:32:17.419
100995;Mr Danny Smith;"18-25";"150k+";Medan;Premium;Medium;"{""language"": ""en"", ""notifications"": false, ""preferred_channel"": ""mobile"", ""investment_interest"": ""conservative""}";2023-12-13 10:08:00.672;2025-07-28 17:44:14.353
100999;Donald Lamb;"56-65";"75k-100k";Denpasar;Basic;Low;"{""language"": ""en"", ""notifications"": true, ""preferred_channel"": ""mobile"", ""investment_interest"": ""moderate""}";2024-11-02 07:08:31.604;2025-07-22 15:52:49.828
101000;Andrew Butler;"18-25";"75k-100k";Jakarta;Platinum;Low;"{""language"": ""en"", ""notifications"": true, ""preferred_channel"": ""web"", ""investment_interest"": ""moderate""}";2023-10-04 22:33:18.662;2025-07-08 01:13:32.942
101014;dr. Cahya Tamba;"56-65";"75k-100k";Bandung;Platinum;Low;"{""language"": ""id"", ""notifications"": false, ""preferred_channel"": ""branch"", ""investment_interest"": ""moderate""}";2024-08-04 13:22:10.067;2025-07-13 05:26:28.121
101122;Nicole Owen-Taylor;"36-45";"75k-100k";Makassar;Premium;Medium;"{""language"": ""id"", ""notifications"": true, ""preferred_channel"": ""web"", ""investment_interest"": ""moderate""}";2024-02-27 10:27:10.881;2025-07-24 05:26:45.356
101147;Janice Allen-Phillips;"36-45";"75k-100k";Semarang;Premium;Medium;"{""language"": ""en"", ""notifications"": true, ""preferred_channel"": ""mobile"", ""investment_interest"": ""conservative""}";2023-08-17 16:12:15.269;2025-07-20 03:29:13.091
101201;Julia Diaz;"56-65";"75k-100k";Makassar;Gold;Medium;"{""language"": ""en"", ""notifications"": true, ""preferred_channel"": ""web"", ""investment_interest"": ""conservative""}";2025-06-09 16:11:27.193;2025-07-24 05:32:28.852
101234;Irma Prayoga;"36-45";"50k-75k";Medan;Premium;High;"{""language"": ""en"", ""notifications"": true, ""preferred_channel"": ""branch"", ""investment_interest"": ""conservative""}";2024-10-29 21:40:39.256;2025-07-16 07:41:09.801
101245;Martin Roberts;"65+";"25k-50k";Jakarta;Premium;Medium;"{""language"": ""id"", ""notifications"": true, ""preferred_channel"": ""web"", ""investment_interest"": ""aggressive""}";2024-11-21 18:15:15.199;2025-07-28 02:23:29.740
101261;drg. Luis Januar;"56-65";"75k-100k";Surabaya;Platinum;Low;"{""language"": ""en"", ""notifications"": false, ""preferred_channel"": ""mobile"", ""investment_interest"": ""aggressive""}";2024-09-05 22:13:56.843;2025-07-21 21:22:39.773
101406;Nancy Jones;"65+";"75k-100k";Makassar;Basic;Low;"{""language"": ""id"", ""notifications"": false, ""preferred_channel"": ""web"", ""investment_interest"": ""moderate""}";2025-01-07 02:15:07.265;2025-07-27 16:40:09.113
101410;Olivia Utami, S.E.;"65+";"100k-150k";Bandung;Basic;Medium;"{""language"": ""id"", ""notifications"": false, ""preferred_channel"": ""web"", ""investment_interest"": ""moderate""}";2025-08-03 13:08:04.763;2025-07-20 14:27:08.298
100070;David Contreras;"18-25";"150k+";Medan;Basic;Medium;"{""language"": ""en"", ""notifications"": false, ""preferred_channel"": ""branch"", ""investment_interest"": ""conservative""}";2025-07-12 22:02:24.283;2025-07-22 01:57:36.066
100137;Dr Ellie Herbert;"46-55";"75k-100k";Semarang;Premium;Low;"{""language"": ""id"", ""notifications"": false, ""preferred_channel"": ""mobile"", ""investment_interest"": ""moderate""}";2025-07-13 04:24:32.989;2025-07-14 13:32:44.841
100217;Sutan Among Setiawan, M.Pd;"26-35";<25k;Semarang;Premium;High;"{""language"": ""id"", ""notifications"": true, ""preferred_channel"": ""mobile"", ""investment_interest"": ""aggressive""}";2025-03-14 10:44:49.306;2025-07-29 16:10:48.512
100320;Unjani Pratiwi;"46-55";"150k+";Jakarta;Basic;High;"{""language"": ""en"", ""notifications"": false, ""preferred_channel"": ""branch"", ""investment_interest"": ""aggressive""}";2024-08-01 16:17:22.652;2025-07-22 12:15:37.373
100347;Daniel Kennedy;"26-35";"50k-75k";Medan;Basic;High;"{""language"": ""en"", ""notifications"": true, ""preferred_channel"": ""mobile"", ""investment_interest"": ""aggressive""}";2023-09-26 14:58:52.911;2025-07-09 19:41:55.276
100352;Patrick Anderson;"46-55";"75k-100k";Bandung;Platinum;Medium;"{""language"": ""en"", ""notifications"": true, ""preferred_channel"": ""mobile"", ""investment_interest"": ""moderate""}";2024-05-08 14:38:29.301;2025-07-27 19:52:34.532
100383;Mrs. Kristy Johnson;"65+";"25k-50k";Jakarta;Gold;Low;"{""language"": ""id"", ""notifications"": true, ""preferred_channel"": ""mobile"", ""investment_interest"": ""conservative""}";2024-04-26 13:01:39.013;2025-08-04 00:59:35.289
100405;Jacob Villarreal;"26-35";"75k-100k";Makassar;Basic;High;"{""language"": ""en"", ""notifications"": true, ""preferred_channel"": ""branch"", ""investment_interest"": ""moderate""}";2024-06-23 17:14:40.807;2025-07-12 05:34:00.192
100414;John Khan;"56-65";<25k;Bandung;Gold;Low;"{""language"": ""id"", ""notifications"": false, ""preferred_channel"": ""mobile"", ""investment_interest"": ""conservative""}";2024-10-03 10:18:20.771;2025-07-09 16:03:07.977
100455;Brian Wheeler;"26-35";"50k-75k";Surabaya;Premium;High;"{""language"": ""id"", ""notifications"": true, ""preferred_channel"": ""branch"", ""investment_interest"": ""moderate""}";2023-11-05 14:29:28.460;2025-07-09 08:26:07.961
100474;John Sanchez;"18-25";"100k-150k";Palembang;Premium;Low;"{""language"": ""id"", ""notifications"": false, ""preferred_channel"": ""mobile"", ""investment_interest"": ""aggressive""}";2024-05-09 07:45:11.544;2025-07-07 07:06:26.910
100515;Mr Adrian Ward;"56-65";"25k-50k";Medan;Basic;Medium;"{""language"": ""en"", ""notifications"": true, ""preferred_channel"": ""mobile"", ""investment_interest"": ""aggressive""}";2025-02-10 08:56:32.148;2025-08-02 23:00:50.733
100571;Xanana Kusmawati, S.I.Kom;"65+";"75k-100k";Makassar;Basic;Low;"{""language"": ""id"", ""notifications"": false, ""preferred_channel"": ""branch"", ""investment_interest"": ""conservative""}";2023-12-16 17:49:33.107;2025-07-22 20:14:48.464
100572;drg. Jessica Mayasari;"56-65";"75k-100k";Makassar;Gold;Low;"{""language"": ""id"", ""notifications"": false, ""preferred_channel"": ""web"", ""investment_interest"": ""aggressive""}";2024-10-16 21:59:40.331;2025-07-14 21:19:43.833
100599;Christian Gay;"36-45";"25k-50k";Jakarta;Gold;Low;"{""language"": ""en"", ""notifications"": true, ""preferred_channel"": ""branch"", ""investment_interest"": ""conservative""}";2025-07-02 23:29:13.491;2025-07-23 06:41:14.849
100601;Cut Agnes Rajasa;"56-65";<25k;Jakarta;Basic;Low;"{""language"": ""en"", ""notifications"": false, ""preferred_channel"": ""web"", ""investment_interest"": ""moderate""}";2024-10-25 07:36:09.262;2025-07-29 21:37:55.061
100712;dr. Tedi Wijaya, M.Ak;"46-55";"150k+";Denpasar;Premium;Low;"{""language"": ""en"", ""notifications"": false, ""preferred_channel"": ""mobile"", ""investment_interest"": ""conservative""}";2023-08-25 00:04:13.534;2025-07-29 00:51:32.410
100716;Karsa Maryati;"18-25";"100k-150k";Palembang;Premium;Low;"{""language"": ""en"", ""notifications"": false, ""preferred_channel"": ""mobile"", ""investment_interest"": ""aggressive""}";2023-10-20 22:56:34.656;2025-07-21 00:39:23.303
100732;Amy Ray;"18-25";<25k;Denpasar;Premium;Low;"{""language"": ""id"", ""notifications"": false, ""preferred_channel"": ""branch"", ""investment_interest"": ""aggressive""}";2025-02-03 04:38:46.235;2025-07-28 01:29:20.794
100739;Justin Robinson;"46-55";<25k;Medan;Premium;Low;"{""language"": ""id"", ""notifications"": true, ""preferred_channel"": ""branch"", ""investment_interest"": ""conservative""}";2025-03-23 15:24:43.430;2025-07-31 03:46:05.548
100759;Shirley Hussain;"26-35";"75k-100k";Semarang;Business;Low;"{""language"": ""en"", ""notifications"": true, ""preferred_channel"": ""mobile"", ""investment_interest"": ""aggressive""}";2024-03-12 14:07:52.090;2025-07-12 01:40:02.743
100773;Limar Permadi, M.Ak;"65+";"100k-150k";Medan;Premium;Low;"{""language"": ""en"", ""notifications"": true, ""preferred_channel"": ""web"", ""investment_interest"": ""aggressive""}";2025-07-18 20:33:28.665;2025-07-23 13:35:36.497
100823;Vanessa Wallace;"56-65";"50k-75k";Palembang;Premium;Low;"{""language"": ""id"", ""notifications"": true, ""preferred_channel"": ""branch"", ""investment_interest"": ""moderate""}";2024-09-05 19:54:14.487;2025-08-03 14:06:16.788
100826;Farhunnisa Marpaung;"46-55";"25k-50k";Bandung;Platinum;Medium;"{""language"": ""id"", ""notifications"": true, ""preferred_channel"": ""mobile"", ""investment_interest"": ""moderate""}";2025-05-22 15:29:31.049;2025-07-19 01:55:09.814
100829;Dr Gordon Freeman;"36-45";"75k-100k";Surabaya;Gold;High;"{""language"": ""id"", ""notifications"": true, ""preferred_channel"": ""mobile"", ""investment_interest"": ""conservative""}";2025-04-09 11:28:04.404;2025-07-17 05:41:31.701
100878;Nabila Ramadan;"36-45";"75k-100k";Semarang;Basic;Low;"{""language"": ""en"", ""notifications"": false, ""preferred_channel"": ""branch"", ""investment_interest"": ""moderate""}";2024-04-27 04:29:05.930;2025-07-16 11:31:41.763
100928;Keith Read;"46-55";"25k-50k";Denpasar;Basic;Medium;"{""language"": ""id"", ""notifications"": false, ""preferred_channel"": ""mobile"", ""investment_interest"": ""moderate""}";2024-07-16 21:55:11.791;2025-07-31 10:16:18.310
100945;Aimee Evans-Hale;"36-45";"150k+";Makassar;Platinum;Low;"{""language"": ""id"", ""notifications"": false, ""preferred_channel"": ""mobile"", ""investment_interest"": ""aggressive""}";2024-02-17 08:33:52.462;2025-07-21 06:04:46.903
101017;Joan Francis;"18-25";"75k-100k";Surabaya;Basic;Low;"{""language"": ""en"", ""notifications"": true, ""preferred_channel"": ""web"", ""investment_interest"": ""moderate""}";2023-09-08 10:13:58.747;2025-07-11 12:35:22.068
101043;Cakrawangsa Najmudin;"18-25";"25k-50k";Bandung;Gold;Medium;"{""language"": ""en"", ""notifications"": true, ""preferred_channel"": ""branch"", ""investment_interest"": ""aggressive""}";2023-08-13 03:02:40.225;2025-07-11 00:58:30.237
101198;Bella Astuti;"36-45";<25k;Denpasar;Premium;Low;"{""language"": ""en"", ""notifications"": true, ""preferred_channel"": ""branch"", ""investment_interest"": ""moderate""}";2024-02-26 11:31:37.019;2025-07-18 13:10:29.931
101253;Nasrullah Megantara;"26-35";"150k+";Bandung;Premium;Medium;"{""language"": ""id"", ""notifications"": true, ""preferred_channel"": ""web"", ""investment_interest"": ""conservative""}";2024-01-21 19:22:22.337;2025-07-09 20:23:13.363
101353;Sherry Hendricks;"56-65";"150k+";Makassar;Premium;Low;"{""language"": ""id"", ""notifications"": true, ""preferred_channel"": ""mobile"", ""investment_interest"": ""conservative""}";2024-08-23 16:47:32.639;2025-07-16 07:53:39.535
101432;Elliott Moran-Coleman;"65+";"150k+";Bandung;Gold;Low;"{""language"": ""id"", ""notifications"": false, ""preferred_channel"": ""web"", ""investment_interest"": ""aggressive""}";2023-08-31 11:08:41.844;2025-08-02 00:18:51.360
100096;Puti Rajasa;"36-45";"100k-150k";Semarang;Premium;Low;"{""language"": ""en"", ""notifications"": false, ""preferred_channel"": ""branch"", ""investment_interest"": ""moderate""}";2024-03-16 01:36:32.230;2025-07-25 14:56:11.708
100325;Hardana Padmasari;"18-25";"50k-75k";Palembang;Basic;Low;"{""language"": ""en"", ""notifications"": false, ""preferred_channel"": ""branch"", ""investment_interest"": ""moderate""}";2024-07-27 21:03:20.927;2025-07-10 14:41:07.539
100339;Lewis Rice;"46-55";"25k-50k";Surabaya;Basic;Medium;"{""language"": ""en"", ""notifications"": false, ""preferred_channel"": ""branch"", ""investment_interest"": ""aggressive""}";2024-07-29 11:21:40.408;2025-07-07 09:12:52.320
100371;Ir. Reksa Puspita, M.Kom.;"65+";"100k-150k";Palembang;Basic;Medium;"{""language"": ""id"", ""notifications"": true, ""preferred_channel"": ""mobile"", ""investment_interest"": ""conservative""}";2024-01-29 02:57:22.147;2025-08-01 04:50:54.020
100443;Amanda Schroeder;"18-25";<25k;Semarang;Gold;Low;"{""language"": ""en"", ""notifications"": false, ""preferred_channel"": ""web"", ""investment_interest"": ""aggressive""}";2023-12-05 08:47:00.920;2025-07-30 19:48:03.845
100449;Rika Nababan;"46-55";"100k-150k";Medan;Business;Low;"{""language"": ""id"", ""notifications"": false, ""preferred_channel"": ""mobile"", ""investment_interest"": ""moderate""}";2024-05-06 07:36:55.670;2025-07-16 20:31:39.765
100501;Ronald Rios;"26-35";"150k+";Bandung;Platinum;Low;"{""language"": ""en"", ""notifications"": true, ""preferred_channel"": ""mobile"", ""investment_interest"": ""conservative""}";2024-01-18 08:42:10.155;2025-07-12 09:08:10.185
100524;Keisha Habibi;"46-55";"75k-100k";Jakarta;Premium;Medium;"{""language"": ""id"", ""notifications"": true, ""preferred_channel"": ""web"", ""investment_interest"": ""aggressive""}";2024-05-22 03:03:00.309;2025-07-22 03:08:54.393
100565;Kyle Henderson;"18-25";"25k-50k";Denpasar;Basic;Low;"{""language"": ""id"", ""notifications"": false, ""preferred_channel"": ""web"", ""investment_interest"": ""moderate""}";2023-08-17 09:49:03.473;2025-07-23 10:05:29.635
100580;Josephine Morgan;"26-35";"150k+";Semarang;Basic;Medium;"{""language"": ""id"", ""notifications"": false, ""preferred_channel"": ""web"", ""investment_interest"": ""conservative""}";2023-12-03 20:39:55.366;2025-07-13 15:34:16.965
100583;Mark Allen;"65+";<25k;Denpasar;Premium;Low;"{""language"": ""en"", ""notifications"": true, ""preferred_channel"": ""web"", ""investment_interest"": ""aggressive""}";2024-10-14 00:03:16.232;2025-07-16 09:29:13.460
100594;Albert Hayes-Talbot;"65+";"150k+";Bandung;Gold;Low;"{""language"": ""en"", ""notifications"": false, ""preferred_channel"": ""branch"", ""investment_interest"": ""moderate""}";2023-12-10 04:30:10.635;2025-07-26 18:17:25.685
100697;Beth Patterson;"65+";"25k-50k";Denpasar;Gold;Low;"{""language"": ""id"", ""notifications"": false, ""preferred_channel"": ""branch"", ""investment_interest"": ""moderate""}";2025-05-24 18:00:46.108;2025-08-01 14:27:35.719
100704;Dr Marie Lane;"36-45";"100k-150k";Denpasar;Platinum;Low;"{""language"": ""en"", ""notifications"": true, ""preferred_channel"": ""web"", ""investment_interest"": ""aggressive""}";2024-05-02 21:05:45.197;2025-07-16 17:08:19.411
100710;Dr Harriet Curtis;"46-55";"100k-150k";Denpasar;Premium;Low;"{""language"": ""en"", ""notifications"": false, ""preferred_channel"": ""mobile"", ""investment_interest"": ""moderate""}";2024-05-09 16:45:25.381;2025-07-16 23:51:36.385
100733;Latoya Cervantes;"56-65";"100k-150k";Surabaya;Gold;Low;"{""language"": ""id"", ""notifications"": false, ""preferred_channel"": ""branch"", ""investment_interest"": ""aggressive""}";2024-08-29 04:11:57.858;2025-07-21 13:44:15.161
100788;Timothy Rhodes;"46-55";"50k-75k";Semarang;Premium;Low;"{""language"": ""id"", ""notifications"": false, ""preferred_channel"": ""mobile"", ""investment_interest"": ""aggressive""}";2024-07-29 02:04:23.169;2025-07-18 11:20:58.875
100809;Kenzie Narpati, S.Sos;"65+";"100k-150k";Bandung;Basic;Low;"{""language"": ""en"", ""notifications"": false, ""preferred_channel"": ""web"", ""investment_interest"": ""conservative""}";2024-12-05 23:19:54.703;2025-07-13 16:52:20.817
100830;Stewart Phillips;"56-65";"100k-150k";Semarang;Basic;Low;"{""language"": ""id"", ""notifications"": true, ""preferred_channel"": ""branch"", ""investment_interest"": ""conservative""}";2025-03-26 19:45:28.364;2025-07-23 18:47:30.918
100836;Emma Hopkins-Barker;"36-45";<25k;Surabaya;Basic;Low;"{""language"": ""en"", ""notifications"": false, ""preferred_channel"": ""web"", ""investment_interest"": ""conservative""}";2024-03-07 13:31:13.211;2025-07-14 09:37:51.682
100838;Michael Mcgee;"26-35";"25k-50k";Bandung;Basic;Low;"{""language"": ""id"", ""notifications"": true, ""preferred_channel"": ""branch"", ""investment_interest"": ""aggressive""}";2023-12-07 07:57:08.259;2025-08-03 13:13:35.287
100850;Gamanto Pradana;"18-25";"50k-75k";Medan;Platinum;Medium;"{""language"": ""id"", ""notifications"": false, ""preferred_channel"": ""mobile"", ""investment_interest"": ""aggressive""}";2025-05-25 05:10:08.762;2025-07-15 08:53:06.839
100883;Eric Buckley;"46-55";"75k-100k";Surabaya;Platinum;Medium;"{""language"": ""id"", ""notifications"": false, ""preferred_channel"": ""branch"", ""investment_interest"": ""aggressive""}";2024-06-22 06:53:31.424;2025-07-20 18:37:38.318
100889;R. Makara Utama, M.Farm;"18-25";"150k+";Makassar;Premium;Low;"{""language"": ""en"", ""notifications"": true, ""preferred_channel"": ""web"", ""investment_interest"": ""moderate""}";2023-09-10 18:50:41.841;2025-07-28 14:46:47.716
100903;Adam Wilson;"36-45";<25k;Medan;Basic;Low;"{""language"": ""en"", ""notifications"": false, ""preferred_channel"": ""branch"", ""investment_interest"": ""moderate""}";2024-04-10 03:55:03.447;2025-07-13 11:58:46.632
100910;Mr Lee Dunn;"56-65";"25k-50k";Surabaya;Premium;Low;"{""language"": ""id"", ""notifications"": true, ""preferred_channel"": ""web"", ""investment_interest"": ""aggressive""}";2025-03-18 18:56:53.741;2025-08-02 09:49:41.207
100921;Dr Lewis Roberts;"36-45";"25k-50k";Bandung;Basic;Low;"{""language"": ""id"", ""notifications"": true, ""preferred_channel"": ""web"", ""investment_interest"": ""aggressive""}";2024-02-17 14:21:07.385;2025-07-18 05:25:55.668
100923;Joel Chambers-Moore;"65+";"100k-150k";Semarang;Gold;Low;"{""language"": ""id"", ""notifications"": false, ""preferred_channel"": ""web"", ""investment_interest"": ""moderate""}";2025-03-21 21:04:28.363;2025-07-27 08:45:39.238
100952;R. Hilda Novitasari, S.I.Kom;"26-35";"25k-50k";Makassar;Premium;Low;"{""language"": ""id"", ""notifications"": true, ""preferred_channel"": ""branch"", ""investment_interest"": ""moderate""}";2025-04-02 17:49:54.357;2025-07-30 11:11:54.660
